"","EXPID","REFID","RYEAR","RTYPE","RJRNL","RAUTHOR","RTITLE","RPUBLISHER","RPUBDATE","RLANGUAGE","RCITATION","RYAK94","RNOTES"
"2438","MANA91302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:214 (1992)",NA,NA
"2439","MANA91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:214 (1992)",NA,NA
"2440","MANA91303","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:214 (1992)",NA,NA
"2441","CHEO91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:214 (1992)",NA,NA
"2442","NEMJ91401","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:214 (1992)",NA,NA
"2443","KGUR91301","01","1991",2,"AAJ","Contalbrigo, Giancarlo",NA,NA,"1992",NA,"66:214-215 (1992)",NA,NA
"2444","BHRI91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:215 (1992)",NA,NA
"2445","BHRI91302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:215 (1992)",NA,NA
"2446","BHRI91401","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:215 (1992)",NA,NA
"2447","ANN491101","01","1991",2,"AAJ","Salisbury, Richard",NA,NA,"1992",NA,"66:215-216 (1992)",NA,NA
"2448","ANN491301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:216 (1992)",NA,NA
"2449","ANN491302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:216 (1992)",NA,NA
"2450","ANN491303","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:216 (1992)",NA,NA
"2451","ANN391301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:216 (1992)",NA,NA
"2452","ANN391302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:216 (1992)",NA,NA
"2453","GANG91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:216 (1992)",NA,NA
"2454","GANG91302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:216 (1992)",NA,NA
"2455","GANG91401","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:217 (1992)",NA,NA
"2456","GLAC91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:217 (1992)",NA,NA
"2457","ROCN91401","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:217 (1992)",NA,NA
"2458","ANN190303","01","1990",2,"AAJ","Gazzola, Giancarlo",NA,NA,"1992",NA,"66:217 (1992)",NA,NA
"2459","ANN191301","01","1991",2,"AAJ","Guha, Kamal K.",NA,NA,"1992",NA,"66:217-218 (1992)",NA,NA
"2460","ANN191302","01","1991",2,"AAJ","Culberson, Julie & Matt",NA,NA,"1992",NA,"66:218 (1992)",NA,NA
"2461","ANN191308","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:218 (1992)",NA,NA
"2462","ANN191309","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:218-219 (1992)",NA,NA
"2463","ANN191303","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:218-219 (1992)",NA,NA
"2464","ANN191304","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:218-219 (1992)",NA,NA
"2465","ANN191310","01","1991",2,"AAJ","Sveticic, Slavc",NA,NA,"1992",NA,"66:219 (1992)",NA,NA
"2466","ANN191306","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:219-221 (1992)",NA,NA
"2467","ANN191305","01","1991",2,"AAJ","Wielicki, Krzysztof",NA,NA,"1992",NA,"66:221 (1992)",NA,NA
"2468","ANN191307","01","1991",2,"AAJ","Senatorov, Vassili",NA,NA,"1992",NA,"66:221-222 (1992)",NA,NA
"2469","FANG91401","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:222 (1992)",NA,NA
"2470","ANNS91101","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:222 (1992)",NA,NA
"2471","ANNS91302","01","1991",2,"AAJ","Lapkass, Andrew",NA,NA,"1992",NA,"66:222 (1992)",NA,NA
"2472","ANNS91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:222-224 (1992)",NA,NA
"2473","TILI91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:224 (1992)",NA,NA
"2474","TILI91302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:224 (1992)",NA,NA
"2475","TUKU91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:224 (1992)",NA,NA
"2476","TUKU91302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:224 (1992)",NA,NA
"2477","DHA191102","01","1991",2,"AAJ","Valiev, Kazbek",NA,NA,"1992",NA,"66:224-226 (1992)",NA,NA
"2478","DHA191101","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:226 (1992)",NA,NA
"2479","DHA191301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:226 (1992)",NA,NA
"2480","DHA191302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:226 (1992)",NA,NA
"2481","DHA191303","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:226 (1992)",NA,NA
"2482","DHA191306","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:226 (1992)",NA,NA
"2483","DHA191304","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:226 (1992)",NA,NA
"2484","DHA191305","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:226 (1992)",NA,NA
"2485","PUTH91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:226 (1992)",NA,NA
"2486","KJER91101","01","1991",2,"AAJ","Pons, Jordi",NA,NA,"1992",NA,"66:228 (1992)",NA,NA
"2487","TRIP91301","01","1991",2,"AAJ",NA,NA,NA,"1992",NA,"66:228 (1992)",NA,NA
"2488","APIM91101","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:228 (1992)",NA,NA
"2489","EVER91115","01","1991",2,"AAJ","Saito, Shin",NA,NA,"1992",NA,"66:258 (1992)",NA,NA
"2490","EVER91113","01","1991",2,"AAJ","Schmuck, Marcus",NA,NA,"1992",NA,"66:259 (1992)",NA,NA
"2491","EVER91105","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:259 (1992)",NA,NA
"2492","EVER91111","01","1991",2,"AAJ","Forno, Oreste",NA,NA,"1992",NA,"66:259-260 (1992)",NA,NA
"2493","EVER91104","01","1991",2,"AAJ","Simonson, Eric",NA,NA,"1992",NA,"66:260-262 (1992)",NA,NA
"2494","EVER91110","01","1991",2,"AAJ","Untch, Steven",NA,NA,"1992",NA,"66:262-263 (1992)",NA,NA
"2495","EVER91109","01","1991",2,"AAJ","Anderson, Robert",NA,NA,"1992",NA,"66:263 (1992)",NA,NA
"2496","EVER91116","01","1991",2,"AAJ","Nukita, Muneo",NA,NA,"1992",NA,"66:263 (1992)",NA,NA
"2497","EVER91201","01","1991",2,"AAJ",NA,NA,NA,"1992",NA,"66:263-264 (1992)",NA,NA
"2498","EVER91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:264 (1992)",NA,NA
"2499","EVER91302","01","1991",2,"AAJ","Austen, Peter",NA,NA,"1992",NA,"66:264 (1992)",NA,NA
"2500","EVER91313","01","1991",2,"AAJ","Brandolin, Thomaz A.",NA,NA,"1992",NA,"66:264-265 (1992)",NA,NA
"2501","CHOY90309","02","1990",2,"AAJ","Nyka, Jozef",NA,NA,"1992",NA,"66:265 (1992)",NA,NA
"2502","CHOY91106","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265 (1992)",NA,NA
"2503","CHOY91104","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265 (1992)",NA,NA
"2504","CHOY91105","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265 (1992)",NA,NA
"2505","CHOY91107","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265 (1992)",NA,NA
"2506","CHOY91303","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2507","CHOY91305","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2508","CHOY91308","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2509","CHOY91302","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2510","CHOY91301","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2511","CHOY91311","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2512","CHOY91303","02","1991",2,"AAJ",NA,NA,NA,"1992",NA,"66:266 (1992)",NA,NA
"2513","CHOY91304","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2514","CHOY91313","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2515","CHOY91312","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:210 (1992)",NA,NA
"2516","CHOY91309","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:210 (1992)",NA,NA
"2517","CHOY91307","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:265-266 (1992)",NA,NA
"2518","ANN191101","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:217 (1992)",NA,NA
"2519","ANN191102","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:217 (1992)",NA,NA
"2520","MAKA91103","01","1991",2,"AAJ","De Bos, Rene",NA,NA,"1992",NA,"66:191 (1992)",NA,NA
"2521","EVER91305","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:205 (1992)",NA,NA
"2522","EVER91308","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:205 (1992)",NA,NA
"2523","EVER91309","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:205 (1992)",NA,NA
"2524","EVER91312","01","1991",2,"AAJ","Hawley, Elizabeth",NA,NA,"1992",NA,"66:205 (1992)",NA,NA
"2525","KANG91101","02","1991",2,"JAC","Ogata, Yoshio","The 1991 Indo-Japanese Kangchenjunga Expedition",NA,"1991","English","86:A21-25 (1991)",NA,"196"
"2526","EVER91116","02","1991",2,"JAC","Nukita, Muneo","The Experience of Two Climbers on Mt. Qomolangma",NA,"1991","Japanese","86:76-86 (1991)",NA,NA
"2527","CHOY90101","02","1990",2,"JAC","Haga, Taka","The 1990 Expedition of Cho Oyu",NA,"1991","Japanese","86:87-90 (1991)",NA,NA
"2528","EVER91115","02","1991",2,"JAC","Hirano, Shinichi","An Attempt on Mt. Qomolangma's Kanxung Ridge",NA,"1991","English","86:A28 (1991)",NA,"198"
"2529","EVER91401","02","1991",2,"JAC","Ogata, Yoshio","Japan Gunma Winter Sagarmatha South-West Face Expedition 1991-92",NA,"1992","English","87:A32-34 (1992)",NA,"200"
"2530","CHOY91305","02","1991",2,"JAC","Ikeda, Kaneshige","An Ascent of Cho Oyu Peak by an Over Fifties Party",NA,"1992","Japanese","87:122-127 (1992)",NA,"202"
"2531","KANG91101","03","1991",2,"HJ","Ogata, Yoshio","Indo-Japanese Kangchenjunga Expedition, 1991",NA,"1991",NA,"48:29-34 (1990-1991)",NA,NA
"2532","DHA190307","02","1990",2,"HJ","Buhler, Carlos","1990 International Dhaulagiri Expedition",NA,"1991",NA,"48:41-43 (1990-1991)",NA,NA
"2533","CHOY90302","02","1990",2,"HJ","Kurtyka, Wojtek","New Routes on Cho Oyu and Shisha Pangma",NA,"1991",NA,"48:44-47 (1991)",NA,NA
"2534","CHAM90301","02","1990",2,"HJ","Bernd, Eberle","German Chamlang Expedition",NA,"1991",NA,"48:163-165 (1991)",NA,NA
"2535","MANA90402","02","1990",2,"HJ","Monier, Eric","Manaslu South Face in Winter",NA,"1991",NA,"48:166-167 (1991)",NA,NA
"2536","DORJ92101","01","1992",2,"HJ","Buhler, Carlos","Dorje Lakpa, 1992",NA,"1992",NA,"49:15-25 (1991-1992)",NA,NA
"2537","KUSU91303","02","1991",2,"HJ","Venables, Stephen","Kusum Kanguru, 1991",NA,"1992",NA,"49:32-36 (1991-1992)",NA,NA
"2538","PUTH92301","01","1992",2,"HJ","Kerr, Andrew","Putha Hiunchuli",NA,"1992",NA,"49:37-40 (1991-1992)",NA,NA
"2539","EVER91310","02","1991",2,"HJ","Pratt, Jonathan","Everest Solo",NA,"1992",NA,"49:41-46 (1991-1992)",NA,NA
"2540","EVER91301","02","1991",2,"HJ","Bhattacharya, A. K.","Indian Everest Expedition: North Face, 1991",NA,"1992",NA,"49:116-122 (1991-1992)",NA,NA
"2541","EVER91104","02","1991",2,"HJ","Simonson, Eric","On Top of the World!",NA,"1992",NA,"49:169-172 (1991-1992)",NA,NA
"2542","EVER92111","01","1992",2,"HJ","Singh, Hukam","Indian (ITBP) Everest Expedition, 1992",NA,"1992",NA,"49:172-175 (1991-1992)",NA,NA
"2543","EVER91401","03","1991",2,"HJ","Ogata, Yoshio","Sagarmatha Southwest Face Expedition 1991-1992",NA,"1992",NA,"49:179-182 (1991-1992)",NA,NA
"2544","SAIP92101","01","1992",2,"HJ","Evans, Chuck","Saipal, 1992",NA,"1992",NA,"49:182-184 (1991-1992)",NA,NA
"2545","ANN192302","01","1992",2,"HJ","Skarja, Tone","Annapurna South Face",NA,"1992",NA,"49:185-187 (1991-1992)",NA,NA
"2546","KGUR91301","02","1991",2,"HJ","Contalbrigo, Giancarlo","Italian Kang Guru Expedition, 1991",NA,"1992",NA,"49:187-190 (1991-1992)",NA,NA
"2547","AMAD90101","02","1990",2,"AJ","Murphy, Brendan","Ama Dablam 1990",NA,"1992",NA,"96:8-12 (1991-1992)",NA,NA
"2548","KANG89101","03","1989",2,"AJ","Balyberdin, Vladimir","Trekking on Tops",NA,"1992",NA,"96:18-24 (1991-1992)",NA,NA
"2549","EVER92113","01","1992",2,"AAJ","Ohmiya, Motomo & Khrishchaty, Valeri","Everest's Northeast Ridge",NA,"1993",NA,"67:15-18 (1993)",NA,NA
"2550","DORJ92101","02","1992",2,"AAJ","Buhler, Carlos","Alone on Dorje Lhakpa",NA,"1993",NA,"67:19-26 (1993)",NA,NA
"2551","KANG92101","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:201-202 (1993)",NA,NA
"2552","KANG92102","01","1992",2,"AAJ","Sinnwell, Wolfgang",NA,NA,"1993",NA,"67:202-205 (1993)",NA,NA
"2553","JANU92101","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:205 (1993)",NA,NA
"2554","JANU92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:205 (1993)",NA,NA
"2555","JANE92101","01","1992",2,"AAJ","Pockar, Bojan",NA,NA,"1993",NA,"67:205-208 (1993)",NA,NA
"2556","MAKA92101","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:208 (1993)",NA,NA
"2557","MAKA92102","01","1992",2,"AAJ","McEachern, James",NA,NA,"1993",NA,"67:208-209 (1993)",NA,NA
"2558","MAKA92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:209 (1993)",NA,NA
"2559","MAKA92302","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:209 (1993)",NA,NA
"2560","MAKA92303","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:209 (1993)",NA,NA
"2561","MAKA92304","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:209 (1993)",NA,NA
"2562","MAK292301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:209 (1993)",NA,NA
"2563","MAK292302","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:209 (1993)",NA,NA
"2564","MAK292303","01","1992",2,"AAJ","Helft, Miguel",NA,NA,"1993",NA,"67:209-210 (1993)",NA,NA
"2565","BARU92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:210 (1993)",NA,NA
"2566","BARU92302","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:210 (1993)",NA,NA
"2567","CHAM92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:210 (1993)",NA,NA
"2568","AMAD92101","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:210 (1993)",NA,NA
"2569","AMAD92102","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:210 (1993)",NA,NA
"2570","AMAD92103","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:210 (1993)",NA,NA
"2571","AMAD92104","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:210 (1993)",NA,NA
"2572","AMAD92101","02","1992",2,"AAJ","Nettle, David",NA,NA,"1993",NA,"67:210-211 (1993)",NA,NA
"2573","AMAD92309","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2574","AMAD92307","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2575","AMAD92305","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2576","AMAD92308","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2577","AMAD92306","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2578","AMAD92310","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2579","AMAD92302","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2580","AMAD92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2581","AMAD92303","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2582","AMAD92304","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:211 (1993)",NA,NA
"2583","AMAD92401","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:212 (1993)",NA,NA
"2584","AMAD92402","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:212 (1993)",NA,NA
"2585","AMAD92403","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:212 (1993)",NA,NA
"2586","AMAD92404","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:212 (1993)",NA,NA
"2587","AMAD92405","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:212 (1993)",NA,NA
"2588","LHOT90102","03","1990",2,"AAJ","Berg, Wally",NA,NA,"1993",NA,"67:212 (1993)",NA,NA
"2589","EVER92111","02","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2590","EVER92102","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2591","EVER92106","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2592","EVER92105","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2593","EVER92107","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2594","EVER92104","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2595","EVER92109","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2596","EVER92112","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2597","EVER92108","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2598","EVER92114","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2599","EVER92103","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2600","EVER92116","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:213-215 (1993)",NA,NA
"2601","EVER92101","01","1992",2,"AAJ","Kefford, Michael H.",NA,NA,"1993",NA,"67:215-216 (1993)",NA,NA
"2602","EVER92107","02","1992",2,"AAJ","Athans, Peter",NA,NA,"1993",NA,"67:216-217 (1993)",NA,NA
"2603","EVER91303","02","1991",2,"AAJ",NA,NA,NA,"1993",NA,"67:217 (1993)",NA,NA
"2604","EVER92303","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:217-218 (1993)",NA,NA
"2605","EVER92310","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:217-218 (1993)",NA,NA
"2606","EVER92309","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:217-218 (1993)",NA,NA
"2607","EVER92306","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:217-218 (1993)",NA,NA
"2608","EVER92308","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:217-218 (1993)",NA,NA
"2609","EVER92307","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:217-218 (1993)",NA,NA
"2610","EVER92313","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:217-218 (1993)",NA,NA
"2611","EVER92312","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:218-220 (1993)",NA,NA
"2612","EVER92314","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:217-218 (1993)",NA,NA
"2613","EVER92307","02","1992",2,"AAJ","Berg, Wally",NA,NA,"1993",NA,"67:220 (1993)",NA,NA
"2614","EVER92303","02","1992",2,"AAJ","Tous, Pedro Jose",NA,NA,"1993",NA,"67:220 (1993)",NA,NA
"2615","EVER92308","02","1992",2,"AAJ","Darsney, Scott C.",NA,NA,"1993",NA,"67:221 (1993)",NA,NA
"2616","EVER92313","02","1992",2,"AAJ",NA,NA,NA,"1993",NA,"67:221 (1993)",NA,NA
"2617","EVER92117","01","1992",2,"AAJ",NA,NA,NA,"1993",NA,"67:221 (1993)",NA,NA
"2618","EVER92401","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:221 (1993)",NA,NA
"2619","EVER92402","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:221 (1993)",NA,NA
"2620","PUMO92101","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:221-222 (1993)",NA,NA
"2621","PUMO92102","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:221-222 (1993)",NA,NA
"2622","PUMO92306","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2623","PUMO92305","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2624","PUMO92307","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2625","PUMO92304","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2626","PUMO92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2627","PUMO92303","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2628","PUMO92302","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2629","PUMO92308","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2630","PUMO92401","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:222 (1993)",NA,NA
"2631","KUSU91301","01","1991",2,"AAJ",NA,NA,NA,"1993",NA,"67:223 (1993)",NA,NA
"2632","KUSU91101","01","1991",2,"AAJ","Blanchard, Barry",NA,NA,"1993",NA,"67:223 (1993)",NA,NA
"2633","KUSU91302","01","1991",2,"AAJ","Twight, Marc Francis",NA,NA,"1993",NA,"67:223-224 (1993)",NA,NA
"2634","CHOY92105","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:224 (1993)",NA,NA
"2635","CHOY92101","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:224 (1993)",NA,NA
"2636","CHOY92107","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:224 (1993)",NA,NA
"2637","CHOY92102","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:224 (1993)",NA,NA
"2638","CHOY92303","01","1992",2,"AAJ","Ariz, Gregorio",NA,NA,"1993",NA,"67:224-225 (1993)",NA,NA
"2639","CHOY92401","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:225 (1993)",NA,NA
"2640","CHOL92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:225 (1993)",NA,NA
"2641","LANG92401","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:225-226 (1993)",NA,NA
"2642","GAN292101","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:226 (1993)",NA,NA
"2643","MANA92303","01","1992",2,"AAJ","Wielicki, Krzysztof",NA,NA,"1993",NA,"67:226 (1993)",NA,NA
"2644","MANA92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:226-228 (1993)",NA,NA
"2645","MANA92302","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:226-228 (1993)",NA,NA
"2646","HIML92301","01","1992",2,"AAJ","Hawley, Elizabeth",NA,NA,"1993",NA,"67:228 (1993)",NA,NA
